t	ax	ay	az
2.32	-0.0681055880507152	0.0	0.0
2.33	-0.0688344020399238	0.0	0.0
2.34	-0.0695563326462902	0.0	0.0
2.35	-0.0702713076773554	0.0	0.0
2.36	-0.070979255636212	0.0	0.0
2.37	-0.0716801057286542	0.0	0.0
2.38	-0.0723737878702568	0.0	0.0
2.39	-0.0730602326933837	0.0	0.0
2.4	-0.0737393715541245	0.0	0.0
2.41	-0.0744111365391592	0.0	0.0
2.42	-0.0750754604725491	0.0	0.0
2.43	-0.0757322769224543	0.0	0.0
2.44	-0.0763815202077774	0.0	0.0
2.45	-0.0770231254047307	0.0	0.0
2.46	-0.0776570283533293	0.0	0.0
2.47	-0.0782831656638065	0.0	0.0
2.48	-0.0789014747229531	0.0	0.0
2.49	-0.0795118937003784	0.0	0.0
2.5	-0.0801143615546933	0.0	0.0
2.51	-0.0807088180396146	0.0	0.0
2.52	-0.081295203709989	0.0	0.0
2.53	-0.0818734599277382	0.0	0.0
2.54	-0.0824435288677222	0.0	0.0
2.5500000000000003	-0.0830053535235222	0.0	0.0
2.56	-0.0835588777131407	0.0	0.0
2.57	-0.0841040460846201	0.0	0.0
2.58	-0.0846408041215775	0.0	0.0
2.59	-0.0851690981486565	0.0	0.0
2.6	-0.0856888753368947	0.0	0.0
2.61	-0.0862000837090063	0.0	0.0
2.62	-0.0867026721445802	0.0	0.0
2.63	-0.0871965903851916	0.0	0.0
2.64	-0.0876817890394281	0.0	0.0
2.65	-0.0881582195878286	0.0	0.0
2.66	-0.0886258343877352	0.0	0.0
2.67	-0.0890845866780576	0.0	0.0
2.68	-0.0895344305839492	0.0	0.0
2.69	-0.0899753211213941	0.0	0.0
2.7	-0.0904072142017061	0.0	0.0
2.71	-0.090830066635937	0.0	0.0
2.72	-0.0912438361391958	0.0	0.0
2.73	-0.0916484813348769	0.0	0.0
2.74	-0.092043961758798	0.0	0.0
2.75	-0.0924302378632463	0.0	0.0
2.76	-0.0928072710209332	0.0	0.0
2.77	-0.0931750235288572	0.0	0.0
2.78	-0.0935334586120738	0.0	0.0
2.79	-0.0938825404273736	0.0	0.0
2.8000000000000003	-0.0942222340668658	0.0	0.0
2.81	-0.0945525055614696	0.0	0.0
2.82	-0.0948733218843107	0.0	0.0
2.83	-0.0951846509540242	0.0	0.0
2.84	-0.0954864616379626	0.0	0.0
2.85	-0.095778723755309	0.0	0.0
2.86	-0.0960614080800952	0.0	0.0
2.87	-0.0963344863441243	0.0	0.0
2.88	-0.0965979312397974	0.0	0.0
2.89	-0.0968517164228446	0.0	0.0
2.9	-0.097095816514959	0.0	0.0
2.91	-0.0973302071063348	0.0	0.0
2.92	-0.0975548647581082	0.0	0.0
2.93	-0.0977697670047013	0.0	0.0
2.94	-0.0979748923560684	0.0	0.0
2.95	-0.0981702202998454	0.0	0.0
2.96	-0.0983557313034006	0.0	0.0
2.97	-0.0985314068157883	0.0	0.0
2.98	-0.0986972292696037	0.0	0.0
2.99	-0.0988531820827396	0.0	0.0
3.0	-0.0989992496600445	0.0	0.0
3.01	-0.0991354173948825	0.0	0.0
3.02	-0.0992616716705937	0.0	0.0
3.03	-0.0993779998618555	0.0	0.0
3.04	-0.0994843903359459	0.0	0.0
3.0500000000000003	-0.0995808324539061	0.0	0.0
3.06	-0.0996673165716046	0.0	0.0
3.0700000000000003	-0.0997438340407018	0.0	0.0
3.08	-0.0998103772095145	0.0	0.0
3.09	-0.0998669394237813	0.0	0.0
3.1	-0.0999135150273279	0.0	0.0
3.11	-0.0999500993626327	0.0	0.0
3.12	-0.0999766887712928	0.0	0.0
3.13	-0.0999932805943893	0.0	0.0
3.14	-0.0999998731727539	0.0	0.0
3.15	-0.0999964658471342	0.0	0.0
3.16	-0.0999830589582598	0.0	0.0
3.17	-0.0999596538468085	0.0	0.0
3.18	-0.0999262528532721	0.0	0.0
3.19	-0.0998828593177218	0.0	0.0
3.2	-0.0998294775794753	0.0	0.0
3.21	-0.0997661129766617	0.0	0.0
3.22	-0.0996927718456887	0.0	0.0
3.23	-0.0996094615206081	0.0	0.0
3.24	-0.099516190332383	0.0	0.0
3.25	-0.0994129676080546	0.0	0.0
3.26	-0.0992998036698092	0.0	0.0
3.27	-0.0991767098339465	0.0	0.0
3.28	-0.0990436984097473	0.0	0.0
3.29	-0.0989007826982432	0.0	0.0
3.3000000000000003	-0.0987479769908865	0.0	0.0
3.31	-0.0985852965681203	0.0	0.0
3.3200000000000003	-0.0984127576978514	0.0	0.0
3.33	-0.0982303776338231	0.0	0.0
3.34	-0.0980381746138898	0.0	0.0
3.35	-0.0978361678581934	0.0	0.0
3.36	-0.097624377567241	0.0	0.0
3.37	-0.0974028249198852	0.0	0.0
3.38	-0.0971715320712062	0.0	0.0
3.39	-0.096930522150296	0.0	0.0
3.4	-0.0966798192579461	0.0	0.0
3.41	-0.0964194484642365	0.0	0.0
3.42	-0.0961494358060298	0.0	0.0
3.43	-0.0958698082843668	0.0	0.0
3.44	-0.0955805938617666	0.0	0.0
3.45	-0.0952818214594304	0.0	0.0
3.46	-0.0949735209543496	0.0	0.0
3.47	-0.0946557231763176	0.0	0.0
3.48	-0.0943284599048475	0.0	0.0
3.49	-0.0939917638659938	0.0	0.0
3.5	-0.0936456687290796	0.0	0.0
3.51	-0.0932902091033303	0.0	0.0
3.52	-0.0929254205344123	0.0	0.0
3.53	-0.0925513395008784	0.0	0.0
3.54	-0.0921680034105203	0.0	0.0
3.5500000000000003	-0.0917754505966275	0.0	0.0
3.56	-0.0913737203141544	0.0	0.0
3.5700000000000003	-0.0909628527357944	0.0	0.0
3.58	-0.0905428889479629	0.0	0.0
3.59	-0.0901138709466888	0.0	0.0
3.6	-0.0896758416334147	0.0	0.0
3.61	-0.0892288448107068	0.0	0.0
3.62	-0.088772925177875	0.0	0.0
3.63	-0.0883081283265026	0.0	0.0
3.64	-0.0878345007358874	0.0	0.0
3.65	-0.0873520897683938	0.0	0.0
3.66	-0.0868609436647164	0.0	0.0
3.67	-0.0863611115390566	0.0	0.0
3.68	-0.0858526433742101	0.0	0.0
3.69	-0.0853355900165699	0.0	0.0
3.7	-0.0848100031710408	0.0	0.0
3.71	-0.0842759353958693	0.0	0.0
3.72	-0.083733440097388	0.0	0.0
3.73	-0.0831825715246745	0.0	0.0
3.74	-0.0826233847641272	0.0	0.0
3.75	-0.082055935733956	0.0	0.0
3.76	-0.0814802811785912	0.0	0.0
3.77	-0.0808964786630085	0.0	0.0
3.78	-0.080304586566973	0.0	0.0
3.79	-0.0797046640792011	0.0	0.0
3.8	-0.0790967711914416	0.0	0.0
3.81	-0.0784809686924767	0.0	0.0
3.82	-0.0778573181620432	0.0	0.0
3.83	-0.0772258819646743	0.0	0.0
3.84	-0.0765867232434637	0.0	0.0
3.85	-0.0759399059137507	0.0	0.0
3.86	-0.0752854946567295	0.0	0.0
3.87	-0.0746235549129802	0.0	0.0
3.88	-0.0739541528759258	0.0	0.0
3.89	-0.073277355485212	0.0	0.0
3.9	-0.072593230420014	0.0	0.0
3.91	-0.0719018460922681	0.0	0.0
3.92	-0.071203271639831	0.0	0.0
3.93	-0.0704975769195657	0.0	0.0
3.94	-0.0697848325003563	0.0	0.0
3.95	-0.0690651096560507	0.0	0.0
3.96	-0.0683384803583336	0.0	0.0
3.97	-0.0676050172695291	0.0	0.0
3.98	-0.0668647937353351	0.0	0.0
3.99	-0.0661178837774879	0.0	0.0
4.0	-0.0653643620863611	0.0	0.0
4.01	-0.0646043040134958	0.0	0.0
4.0200000000000005	-0.0638377855640658	0.0	0.0
4.03	-0.0630648833892775	0.0	0.0
4.04	-0.0622856747787041	0.0	0.0
4.05	-0.0615002376525574	0.0	0.0
4.0600000000000005	-0.0607086505538954	0.0	0.0
4.07	-0.0599109926407685	0.0	0.0
4.08	-0.0591073436783031	0.0	0.0
4.09	-0.0582977840307259	0.0	0.0
4.1	-0.0574823946533269	0.0	0.0
4.11	-0.0566612570843643	0.0	0.0
4.12	-0.055834453436911	0.0	0.0
4.13	-0.0550020663906425	0.0	0.0
4.14	-0.0541641791835698	0.0	0.0
4.15	-0.0533208756037154	0.0	0.0
4.16	-0.0524722399807346	0.0	0.0
4.17	-0.0516183571774824	0.0	0.0
4.18	-0.0507593125815277	0.0	0.0
4.19	-0.049895192096614	0.0	0.0
4.2	-0.0490260821340699	0.0	0.0
4.21	-0.0481520696041673	0.0	0.0
4.22	-0.0472732419074309	0.0	0.0
4.23	-0.046389686925898	0.0	0.0
4.24	-0.0455014930143304	0.0	0.0
4.25	-0.0446087489913792	0.0	0.0
4.26	-0.0437115441307027	0.0	0.0
4.2700000000000005	-0.0428099681520393	0.0	0.0
4.28	-0.0419041112122355	0.0	0.0
4.29	-0.0409940638962305	0.0	0.0
4.3	-0.0400799172079975	0.0	0.0
4.3100000000000005	-0.0391617625614434	0.0	0.0
4.32	-0.038239691771268	0.0	0.0
4.33	-0.0373137970437817	0.0	0.0
4.34	-0.0363841709676858	0.0	0.0
4.3500000000000005	-0.0354509065048131	0.0	0.0
4.36	-0.0345140969808323	0.0	0.0
4.37	-0.033573836075915	0.0	0.0
4.38	-0.0326302178153683	0.0	0.0
4.39	-0.0316833365602318	0.0	0.0
4.4	-0.0307332869978419	0.0	0.0
4.41	-0.0297801641323633	0.0	0.0
4.42	-0.0288240632752881	0.0	0.0
4.43	-0.0278650800359054	0.0	0.0
4.44	-0.0269033103117399	0.0	0.0
4.45	-0.0259388502789626	0.0	0.0
4.46	-0.024971796382773	0.0	0.0
4.47	-0.0240022453277549	0.0	0.0
4.48	-0.0230302940682058	0.0	0.0
4.49	-0.0220560397984418	0.0	0.0
4.5	-0.0210795799430779	0.0	0.0
4.51	-0.020101012147286	0.0	0.0
4.5200000000000005	-0.01912043426703	0.0	0.0
4.53	-0.0181379443592811	0.0	0.0
4.54	-0.0171536406722111	0.0	0.0
4.55	-0.0161676216353686	0.0	0.0
4.5600000000000005	-0.0151799858498354	0.0	0.0
4.57	-0.0141908320783673	0.0	0.0
4.58	-0.013200259235517	0.0	0.0
4.59	-0.0122083663777433	0.0	0.0
4.6000000000000005	-0.0112152526935054	0.0	0.0
4.61	-0.0102210174933442	0.0	0.0
4.62	-0.0092257601999511	0.0	0.0
4.63	-0.0082295803382262	0.0	0.0
4.64	-0.0072325775253254	0.0	0.0
4.65	-0.0062348514606991	0.0	0.0
4.66	-0.0052365019161225	0.0	0.0
4.67	-0.0042376287257181	0.0	0.0
4.68	-0.0032383317759724	0.0	0.0
4.69	-0.0022387109957477	0.0	0.0
4.7	-0.001238866346289	0.0	0.0
4.71	-0.0002388978112281	0.0	0.0
4.72	0.0007610946134147	0.0	0.0
4.73	0.0017610109292307	0.0	0.0
4.74	0.0027607511454211	0.0	0.0
4.75	0.0037602152887976	0.0	0.0
4.76	0.0047593034137787	0.0	0.0
4.7700000000000005	0.0057579156123846	0.0	0.0
4.78	0.0067559520242275	0.0	0.0
4.79	0.0077533128464978	0.0	0.0
4.8	0.0087498983439446	0.0	0.0
4.8100000000000005	0.0097456088588486	0.0	0.0
4.82	0.010740344820988	0.0	0.0
4.83	0.0117340067575955	0.0	0.0
4.84	0.0127264953033056	0.0	0.0
4.8500000000000005	0.0137177112100908	0.0	0.0
4.86	0.0147075553571863	0.0	0.0
4.87	0.0156959287610023	0.0	0.0
4.88	0.0166827325850221	0.0	0.0
4.89	0.0176678681496857	0.0	0.0
4.9	0.0186512369422575	0.0	0.0
4.91	0.0196327406266777	0.0	0.0
4.92	0.0206122810533958	0.0	0.0
4.93	0.0215897602691854	0.0	0.0
4.94	0.0225650805269395	0.0	0.0
4.95	0.0235381442954451	0.0	0.0
4.96	0.0245088542691361	0.0	0.0
4.97	0.0254771133778242	0.0	0.0
4.98	0.0264428247964055	0.0	0.0
4.99	0.0274058919545427	0.0	0.0
5.0	0.0283662185463226	0.0	0.0
5.01	0.0293237085398863	0.0	0.0
5.0200000000000005	0.0302782661870324	0.0	0.0
5.03	0.0312297960327915	0.0	0.0
5.04	0.0321782029249721	0.0	0.0
5.05	0.0331233920236753	0.0	0.0
5.0600000000000005	0.034065268810779	0.0	0.0
5.07	0.0350037390993891	0.0	0.0
5.08	0.0359387090432589	0.0	0.0
5.09	0.0368700851461733	0.0	0.0
5.1000000000000005	0.0377977742712981	0.0	0.0
5.11	0.0387216836504937	0.0	0.0
5.12	0.0396417208935922	0.0	0.0
5.13	0.040557793997636	0.0	0.0
5.14	0.0414698113560781	0.0	0.0
5.15	0.0423776817679428	0.0	0.0
5.16	0.0432813144469452	0.0	0.0
5.17	0.0441806190305705	0.0	0.0
5.18	0.0450755055891098	0.0	0.0
5.19	0.0459658846346531	0.0	0.0
5.2	0.0468516671300377	0.0	0.0
5.21	0.0477327644977521	0.0	0.0
5.22	0.048609088628794	0.0	0.0
5.23	0.0494805518914805	0.0	0.0
5.24	0.0503470671402114	0.0	0.0
5.25	0.051208547724184	0.0	0.0
5.26	0.0520649074960579	0.0	0.0
5.2700000000000005	0.0529160608205695	0.0	0.0
5.28	0.0537619225830956	0.0	0.0
5.29	0.0546024081981648	0.0	0.0
5.3	0.055437433617916	0.0	0.0
5.3100000000000005	0.0562669153405033	0.0	0.0
5.32	0.0570907704184453	0.0	0.0
5.33	0.057908916466921	0.0	0.0
5.34	0.0587212716720073	0.0	0.0
5.3500000000000005	0.0595277547988606	0.0	0.0
5.36	0.0603282851998404	0.0	0.0
5.37	0.0611227828225735	0.0	0.0
5.38	0.0619111682179598	0.0	0.0
5.39	0.0626933625481169	0.0	0.0
5.4	0.0634692875942634	0.0	0.0
5.41	0.0642388657645414	0.0	0.0
5.42	0.0650020201017751	0.0	0.0
5.43	0.0657586742911669	0.0	0.0
5.44	0.0665087526679282	0.0	0.0
5.45	0.0672521802248466	0.0	0.0
5.46	0.0679888826197857	0.0	0.0
5.47	0.06871878618312	0.0	0.0
5.48	0.0694418179251016	0.0	0.0
5.49	0.0701579055431586	0.0	0.0
5.5	0.070866977429126	0.0	0.0
5.51	0.0715689626764061	0.0	0.0
5.5200000000000005	0.0722637910870592	0.0	0.0
5.53	0.0729513931788232	0.0	0.0
5.54	0.0736317001920619	0.0	0.0
5.55	0.0743046440966409	0.0	0.0
5.5600000000000005	0.0749701575987307	0.0	0.0
5.57	0.0756281741475355	0.0	0.0
5.58	0.0762786279419488	0.0	0.0
5.59	0.0769214539371332	0.0	0.0
5.6000000000000005	0.077556587851025	0.0	0.0
5.61	0.0781839661707618	0.0	0.0
5.62	0.0788035261590347	0.0	0.0
5.63	0.0794152058603611	0.0	0.0
5.64	0.0800189441072805	0.0	0.0
5.65	0.0806146805264715	0.0	0.0
5.66	0.0812023555447885	0.0	0.0
5.67	0.0817819103952194	0.0	0.0
5.68	0.0823532871227622	0.0	0.0
5.69	0.0829164285902202	0.0	0.0
5.7	0.0834712784839159	0.0	0.0
5.71	0.0840177813193225	0.0	0.0
5.72	0.0845558824466116	0.0	0.0
5.73	0.0850855280561192	0.0	0.0
5.74	0.0856066651837255	0.0	0.0
5.75	0.0861192417161521	0.0	0.0
5.76	0.0866232063961728	0.0	0.0
5.7700000000000005	0.0871185088277397	0.0	0.0
5.78	0.0876050994810223	0.0	0.0
5.79	0.0880829296973609	0.0	0.0
5.8	0.0885519516941319	0.0	0.0
5.8100000000000005	0.0890121185695265	0.0	0.0
5.82	0.0894633843072407	0.0	0.0
5.83	0.0899057037810767	0.0	0.0
5.84	0.0903390327594558	0.0	0.0
5.8500000000000005	0.0907633279098413	0.0	0.0
5.86	0.0911785468030716	0.0	0.0
5.87	0.0915846479176035	0.0	0.0
5.88	0.0919815906436639	0.0	0.0
5.89	0.092369335287311	0.0	0.0
5.9	0.0927478430744035	0.0	0.0
5.91	0.0931170761544783	0.0	0.0
5.92	0.0934769976045349	0.0	0.0
5.93	0.0938275714327282	0.0	0.0
5.94	0.0941687625819677	0.0	0.0
5.95	0.0945005369334227	0.0	0.0
5.96	0.0948228613099345	0.0	0.0
5.97	0.0951357034793342	0.0	0.0
5.98	0.0954390321576654	0.0	0.0
5.99	0.095732817012313	0.0	0.0
6.0	0.0960170286650366	0.0	0.0
6.01	0.0962916386949075	0.0	0.0
6.0200000000000005	0.0965566196411518	0.0	0.0
6.03	0.0968119450058954	0.0	0.0
6.04	0.0970575892568149	0.0	0.0
6.05	0.0972935278296897	0.0	0.0
6.0600000000000005	0.0975197371308592	0.0	0.0
6.07	0.0977361945395819	0.0	0.0
6.08	0.0979428784102971	0.0	0.0
6.09	0.09813976807479	0.0	0.0
6.1000000000000005	0.0983268438442584	0.0	0.0
6.11	0.0985040870112811	0.0	0.0
6.12	0.0986714798516892	0.0	0.0
6.13	0.098829005626338	0.0	0.0
6.140000000000001	0.0989766485827814	0.0	0.0
6.15	0.0991143939568469	0.0	0.0
6.16	0.0992422279741117	0.0	0.0
6.17	0.0993601378512806	0.0	0.0
6.18	0.0994681117974643	0.0	0.0
6.19	0.099566139015358	0.0	0.0
6.2	0.0996542097023217	0.0	0.0
6.21	0.0997323150513601	0.0	0.0
6.22	0.0998004472520033	0.0	0.0
6.23	0.0998585994910881	0.0	0.0
6.24	0.099906765953439	0.0	0.0
6.25	0.0999449418224499	0.0	0.0
6.26	0.0999731232805657	0.0	0.0
6.2700000000000005	0.0999913075096642	0.0	0.0
6.28	0.0999994926913375	0.0	0.0
6.29	0.0999976780070743	0.0	0.0
6.3	0.0999858636383415	0.0	0.0
6.3100000000000005	0.0999640507665661	0.0	0.0
6.32	0.0999322415730172	0.0	0.0
6.33	0.0998904392385876	0.0	0.0
6.34	0.0998386479434759	0.0	0.0
6.3500000000000005	0.0997768728667684	0.0	0.0
6.36	0.0997051201859213	0.0	0.0
6.37	0.099623397076143	0.0	0.0
6.38	0.0995317117096763	0.0	0.0
6.390000000000001	0.0994300732549815	0.0	0.0
6.4	0.0993184918758192	0.0	0.0
6.41	0.0991969787302345	0.0	0.0
6.42	0.0990655459694407	0.0	0.0
